FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality,ColorID,Color,QUALITYCATEGORY,prediction,error,error_decile,abs_error_decile,relative_error,PREDICTION2
7.5,0.38,0.5,12.8,0.042,57.0,184.0,0.9984,3.09,0.46,9.0,6,1,White,Mid,5.2732763,-0.7267235931179563,3,2,-0.12112059885299271,5.0
7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9,6,1,White,Mid,5.524932,-0.47506828618776353,3,1,-0.0791780476979606,6.0
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,0,Red,Mid,5.886627,-0.11337267823706476,4,0,-0.018895446372844127,6.0
7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58,9.4,5,0,Red,Low,5.274981,0.2749807873791088,5,1,0.05499615747582176,5.0
7.5,0.41,0.15,3.7,0.104,29.0,94.0,0.99786,3.14,0.58,9.1,5,0,Red,Low,5.114416,0.1144161770957961,4,0,0.02288323541915922,5.0
7.5,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,5,1,White,Low,5.070019,0.07001881943895416,4,0,0.014003763887790833,5.0
7.5,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,5,1,White,Low,5.070019,0.07001881943895416,4,0,0.014003763887790833,5.0
7.5,0.42,0.14,10.7,0.046,18.0,95.0,0.9959,3.22,0.33,10.7,5,1,White,Low,5.287666,0.287665799225473,5,1,0.05753315984509459,5.0
7.5,0.42,0.19,6.9,0.041,62.0,150.0,0.99508,3.23,0.37,10.0,6,1,White,Mid,5.5164614,-0.48353867810097206,3,1,-0.08058977968349534,6.0
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,5,0,Red,Low,5.175978,0.1759781120061783,4,0,0.03519562240123566,5.0
7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.99495,3.44,0.72,11.5,7,0,Red,Mid,6.4109073,-0.5890926742568068,3,2,-0.08415609632240097,6.0
7.5,0.49,0.2,2.6,0.332,8.0,14.0,0.9968,3.21,0.9,10.5,6,0,Red,Mid,5.9940634,-0.0059365151186732135,4,0,-9.894191864455355E-4,6.0
7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,3.35,0.8,10.5,5,0,Red,Low,5.3413453,0.3413451844013604,5,1,0.06826903688027208,5.0
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,0,Red,Mid,5.8550115,-0.1449887721066787,4,0,-0.024164795351113117,6.0
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,0,Red,Mid,5.8550115,-0.1449887721066787,4,0,-0.024164795351113117,6.0
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,6,0,Red,Mid,5.8550115,-0.1449887721066787,4,0,-0.024164795351113117,6.0
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,6,0,Red,Mid,5.7119083,-0.2880915336414418,4,1,-0.04801525560690697,6.0
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,0,Red,Mid,5.980842,-0.019158075952153908,4,0,-0.003193012658692318,6.0
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,6,0,Red,Mid,5.980842,-0.019158075952153908,4,0,-0.003193012658692318,6.0
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,5,0,Red,Low,5.252773,0.252772686684394,5,0,0.0505545373368788,5.0
7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.99494,3.1,0.43,9.3,5,0,Red,Low,5.125713,0.12571264970556406,4,0,0.025142529941112813,5.0
7.5,0.6,0.03,1.8,0.095,25.0,99.0,0.995,3.35,0.54,10.1,5,0,Red,Low,5.201339,0.2013386349428501,5,0,0.04026772698857002,5.0
7.5,0.6,0.32,2.7,0.103,13.0,98.0,0.99938,3.45,0.62,9.5,5,0,Red,Low,5.1229935,0.1229935949235399,4,0,0.02459871898470798,5.0
7.5,0.63,0.12,5.1,0.111,50.0,110.0,0.9983,3.26,0.77,9.4,5,0,Red,Low,5.0326157,0.03261552419061431,4,0,0.006523104838122862,5.0
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6,0,Red,Mid,5.4914145,-0.5085853728808454,3,1,-0.08476422881347423,5.0
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,6,0,Red,Mid,5.4914145,-0.5085853728808454,3,1,-0.08476422881347423,5.0
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,6,0,Red,Mid,5.6575975,-0.34240256805798364,3,1,-0.05706709467633061,6.0
7.5,0.685,0.07,2.5,0.058,5.0,9.0,0.99632,3.38,0.55,10.9,4,0,Red,Low,4.818101,0.8181007825531967,6,3,0.20452519563829918,5.0
7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,10.0,6,0,Red,Mid,5.5596004,-0.44039975374327955,3,1,-0.07339995895721325,6.0
7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5,0,Red,Low,5.107631,0.10763131387011793,4,0,0.021526262774023586,5.0
7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5,0,Red,Low,5.107631,0.10763131387011793,4,0,0.021526262774023586,5.0
7.5,1.115,0.1,3.1,0.086,5.0,12.0,0.9958,3.54,0.6,11.2,4,0,Red,Low,4.848589,0.8485889851436266,6,3,0.21214724628590664,5.0
7.6,0.1,0.33,1.0,0.031,33.0,93.0,0.99094,3.06,0.68,11.2,6,1,White,Mid,6.198047,0.1980469532421889,5,0,0.03300782554036482,6.0
7.6,0.14,0.74,1.6,0.04,27.0,103.0,0.9916,3.07,0.4,10.8,7,1,White,Mid,6.2654676,-0.734532579682182,3,2,-0.10493322566888315,6.0
7.6,0.15,0.35,4.3,0.051,23.0,98.0,0.99422,3.1,0.44,9.5,6,1,White,Mid,5.773304,-0.22669592100091318,4,0,-0.0377826535001522,6.0
7.6,0.16,0.41,1.9,0.047,27.0,151.0,0.9937,3.2,0.53,10.1,6,1,White,Mid,5.8313365,-0.16866359932406372,4,0,-0.028110599887343952,6.0
7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,6,1,White,Mid,5.9765487,-0.023451207009518527,4,0,-0.003908534501586421,6.0
7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,6,1,White,Mid,5.8361998,-0.16380037955512883,4,0,-0.02730006325918814,6.0
7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.99422,3.08,0.47,9.5,6,1,White,Mid,5.8361998,-0.16380037955512883,4,0,-0.02730006325918814,6.0
7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.99652,3.2,0.42,9.2,6,1,White,Mid,5.8960385,-0.10396167834769443,4,0,-0.017326946391282405,6.0
7.6,0.18,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,10.3,5,1,White,Low,5.742813,0.742812940904197,6,2,0.1485625881808394,6.0
7.6,0.18,0.49,18.05,0.046,36.0,158.0,0.9996,3.06,0.41,9.2,5,1,White,Low,5.8885813,0.8885812225556018,6,3,0.17771624451112036,6.0
7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,6,1,White,Mid,6.181164,0.18116356838176184,4,0,0.030193928063626974,6.0
7.6,0.19,0.38,10.6,0.06,48.0,174.0,0.9962,3.13,0.38,10.5,6,1,White,Mid,6.2135577,0.2135579312394018,5,0,0.035592988539900304,6.0
7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,5,1,White,Low,5.5770173,0.5770171228282583,5,2,0.11540342456565167,6.0
7.6,0.19,0.42,1.5,0.044,6.0,114.0,0.9914,3.04,0.74,12.8,6,1,White,Mid,6.2122903,0.21229019040761177,5,0,0.035381698401268626,6.0
7.6,0.2,0.26,4.5,0.086,37.0,133.0,0.9963,3.15,0.42,9.2,5,1,White,Low,5.606396,0.606396227493736,5,2,0.1212792454987472,6.0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8,1,White,High,7.4087696,-0.5912302282355517,3,2,-0.07390377852944396,7.0
7.6,0.21,0.35,1.2,0.041,7.0,106.0,0.9914,3.06,0.45,11.3,4,1,White,Low,4.904033,0.9040333414082582,6,3,0.22600833535206455,5.0
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,3.01,0.7,12.8,6,1,White,Mid,5.9938846,-0.006115601190499476,4,0,-0.001019266865083246,6.0
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,3.01,0.7,12.8,6,1,White,Mid,5.9938846,-0.006115601190499476,4,0,-0.001019266865083246,6.0
7.6,0.22,0.28,12.0,0.056,68.0,143.0,0.9983,2.99,0.3,9.2,6,1,White,Mid,5.789895,-0.21010480784469188,4,0,-0.03501746797411531,6.0
7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,6,1,White,Mid,5.9068446,-0.09315540237493192,4,0,-0.015525900395821987,6.0
7.6,0.23,0.34,1.6,0.043,24.0,129.0,0.99305,3.12,0.7,10.4,5,1,White,Low,5.560174,0.5601742072791103,5,2,0.11203484145582206,6.0
7.6,0.23,0.34,1.6,0.043,24.0,129.0,0.99305,3.12,0.7,10.4,5,1,White,Low,5.560174,0.5601742072791103,5,2,0.11203484145582206,6.0
7.6,0.23,0.49,10.0,0.036,45.0,182.0,0.9967,3.08,0.58,9.6,6,1,White,Mid,5.8627844,-0.13721547965120706,4,0,-0.02286924660853451,6.0
7.6,0.23,0.64,12.9,0.033,54.0,170.0,0.998,3.0,0.53,8.8,5,1,White,Low,5.559957,0.5599568428756774,5,2,0.11199136857513547,6.0
7.6,0.25,1.23,4.6,0.035,51.0,294.0,0.99018,3.03,0.43,13.1,6,1,White,Mid,6.5714293,0.5714293202746354,5,2,0.09523822004577258,7.0
7.6,0.26,0.32,1.3,0.048,23.0,76.0,0.9903,2.96,0.46,12.0,6,1,White,Mid,6.071936,0.07193617243983486,4,0,0.01198936207330581,6.0
7.6,0.26,0.58,7.9,0.041,62.0,180.0,0.9966,3.07,0.38,9.0,5,1,White,Low,5.34252,0.34252045815525456,5,1,0.06850409163105091,5.0
7.6,0.27,0.24,3.8,0.058,19.0,115.0,0.9958,3.15,0.45,8.9,5,1,White,Low,5.080266,0.08026616186923174,4,0,0.01605323237384635,5.0
7.6,0.27,0.29,2.5,0.059,37.0,115.0,0.99328,3.09,0.37,9.8,5,1,White,Low,5.368614,0.36861419235214754,5,1,0.07372283847042951,5.0
7.6,0.27,0.29,2.5,0.059,37.0,115.0,0.99328,3.09,0.37,9.8,5,1,White,Low,5.368614,0.36861419235214754,5,1,0.07372283847042951,5.0
7.6,0.27,0.33,2.0,0.059,19.0,175.0,0.9944,3.22,0.56,9.9,5,1,White,Low,5.2778053,0.2778051497443297,5,1,0.055561029948865935,5.0
7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,3.02,0.53,11.4,6,1,White,Mid,5.982931,-0.01706880140174505,4,0,-0.002844800233624175,6.0
7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,3.02,0.53,11.4,6,1,White,Mid,5.982931,-0.01706880140174505,4,0,-0.002844800233624175,6.0
7.6,0.28,0.17,1.6,0.046,28.0,117.0,0.99288,3.08,0.43,10.0,5,1,White,Low,5.3291616,0.32916150907812636,5,1,0.06583230181562527,5.0
7.6,0.28,0.39,1.9,0.052,23.0,116.0,0.9941,3.25,0.4,10.4,6,1,White,Mid,5.5873713,-0.4126288191485683,3,1,-0.06877146985809472,6.0
7.6,0.28,0.49,20.15,0.06,30.0,145.0,1.00196,3.01,0.44,8.5,5,1,White,Low,5.2188296,0.21882964857298504,5,0,0.04376592971459701,5.0
7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7,5,1,White,Low,5.480641,0.480640689658677,5,1,0.0961281379317354,5.0
7.6,0.3,0.22,10.2,0.049,57.0,191.0,0.9966,3.08,0.4,9.3,6,1,White,Mid,5.438999,-0.5610006484983874,3,2,-0.09350010808306457,5.0
7.6,0.3,0.25,4.3,0.054,22.0,111.0,0.9956,3.12,0.49,9.2,5,1,White,Low,5.215338,0.21533842238741574,5,0,0.043067684477483145,5.0
7.6,0.3,0.27,10.6,0.039,31.0,119.0,0.99815,3.27,0.3,9.3,6,1,White,Mid,5.7480497,-0.25195036191985576,4,0,-0.04199172698664263,6.0
7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.99438,3.09,0.5,9.8,5,1,White,Low,5.1818175,0.181817327477928,4,0,0.0363634654955856,5.0
7.6,0.31,0.24,1.8,0.037,39.0,150.0,0.9913,3.05,0.44,11.8,7,1,White,Mid,6.5311837,-0.46881619594671875,3,1,-0.06697374227810268,7.0
7.6,0.31,0.26,1.7,0.073,40.0,157.0,0.9938,3.1,0.46,9.8,5,1,White,Low,5.247024,0.24702427227710277,5,0,0.049404854455420553,5.0
7.6,0.31,0.27,5.8,0.036,23.0,109.0,0.99399,3.34,0.54,11.0,6,1,White,Mid,6.2168465,0.21684626744820346,5,0,0.036141044574700576,6.0
7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,5,1,White,Low,5.188897,0.18889714656038237,5,0,0.03777942931207647,5.0
7.6,0.31,0.49,13.4,0.062,50.0,191.0,0.9989,3.22,0.53,9.0,4,1,White,Low,4.991695,0.9916946958561565,6,3,0.24792367396403914,5.0
7.6,0.31,0.49,3.95,0.044,27.0,131.0,0.9912,3.08,0.67,12.8,7,1,White,Mid,6.847199,-0.15280106569539864,4,0,-0.021828723670771235,7.0
7.6,0.32,0.35,1.6,0.092,24.0,138.0,0.99438,3.19,0.44,9.8,5,1,White,Low,5.224703,0.2247027009978062,5,0,0.044940540199561244,5.0
7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,3.15,0.54,9.2,5,1,White,Low,5.165786,0.16578572024106375,4,0,0.03315714404821275,5.0
7.6,0.33,0.36,2.1,0.034,26.0,172.0,0.9944,3.42,0.48,10.5,4,1,White,Low,5.401508,1.4015079178997052,7,5,0.3503769794749263,5.0
7.6,0.33,0.41,13.7,0.045,44.0,197.0,0.9989,3.18,0.64,9.1,5,1,White,Low,5.254564,0.2545638837636668,5,0,0.050912776752733355,5.0
7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,6,1,White,Mid,5.4818153,-0.5181845935539471,3,1,-0.08636409892565784,5.0
7.6,0.35,0.46,14.7,0.047,33.0,151.0,0.99709,3.03,0.53,10.3,5,1,White,Low,5.325239,0.3252393792919932,5,1,0.06504787585839863,5.0
7.6,0.35,0.47,13.3,0.037,42.0,116.0,0.99822,3.04,0.5,9.2,5,1,White,Low,5.287145,0.2871452534672718,5,1,0.057429050693454366,5.0
7.6,0.35,0.6,2.6,0.073,23.0,44.0,0.99656,3.38,0.79,11.1,6,0,Red,Mid,6.269084,0.26908381610084486,5,1,0.044847302683474144,6.0
7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,6,0,Red,Mid,5.57119,-0.42881010453205715,3,1,-0.07146835075534286,6.0
7.6,0.36,0.44,8.3,0.255,28.0,142.0,0.9958,3.12,0.43,10.2,6,1,White,Mid,5.429508,-0.5704916938315749,3,2,-0.09508194897192916,5.0
7.6,0.37,0.51,11.7,0.094,58.0,181.0,0.99776,2.91,0.51,9.0,5,1,White,Low,5.053805,0.05380469126702092,4,0,0.010760938253404184,5.0
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.99144,3.08,0.6,12.5,7,1,White,Mid,6.8816185,-0.11838131764488136,4,0,-0.016911616806411622,7.0
7.6,0.39,0.32,3.6,0.035,22.0,93.0,0.99144,3.08,0.6,12.5,7,1,White,Mid,6.8816185,-0.11838131764488136,4,0,-0.016911616806411622,7.0
7.6,0.4,0.27,1.2,0.053,23.0,193.0,0.99164,3.22,0.38,11.6,5,1,White,Low,5.6207266,0.6207266393505861,5,2,0.12414532787011723,6.0
7.6,0.4,0.27,5.2,0.03,32.0,101.0,0.99172,3.22,0.62,12.3,7,1,White,Mid,7.0359187,0.03591862965483639,4,0,0.00513123280783377,7.0
7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,6,0,Red,Mid,5.6754956,-0.3245043650320998,3,1,-0.0540840608386833,6.0
7.6,0.41,0.24,1.8,0.08,4.0,11.0,0.9962,3.28,0.59,9.5,5,0,Red,Low,5.3039026,0.3039027474612954,5,1,0.060780549492259084,5.0
7.6,0.42,0.08,2.7,0.084,15.0,48.0,0.9968,3.21,0.59,10.0,5,0,Red,Low,5.507473,0.5074729301092145,5,1,0.10149458602184289,6.0
7.6,0.42,0.25,3.9,0.104,28.0,90.0,0.99784,3.15,0.57,9.1,5,0,Red,Low,5.113145,0.11314477619804375,4,0,0.02262895523960875,5.0
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5,0,Red,Low,5.287364,0.2873640816676719,5,1,0.057472816333534384,5.0
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5,0,Red,Low,5.287364,0.2873640816676719,5,1,0.057472816333534384,5.0
7.6,0.43,0.31,2.1,0.069,13.0,74.0,0.9958,3.26,0.54,9.9,6,0,Red,Mid,5.423633,-0.5763669851453441,3,2,-0.09606116419089068,5.0
7.6,0.43,0.4,2.7,0.082,6.0,11.0,0.99538,3.44,0.54,12.2,6,0,Red,Mid,6.227206,0.2272060692225022,5,0,0.037867678203750366,6.0
7.6,0.48,0.28,10.4,0.049,57.0,205.0,0.99748,3.24,0.45,9.3,5,1,White,Low,5.1347156,0.1347156403916987,4,0,0.02694312807833974,5.0
7.6,0.48,0.31,9.4,0.046,6.0,194.0,0.99714,3.07,0.61,9.4,5,1,White,Low,5.0986624,0.09866256020964403,4,0,0.01973251204192881,5.0
7.6,0.48,0.33,7.0,0.024,14.0,130.0,0.9918,3.25,0.45,12.5,7,1,White,Mid,6.37503,-0.6249698154073497,3,2,-0.08928140220104996,6.0
7.6,0.5,0.29,2.3,0.086,5.0,14.0,0.99502,3.32,0.62,11.5,6,0,Red,Mid,5.9018984,-0.09810174367644642,4,0,-0.01635029061274107,6.0
7.6,0.51,0.15,2.8,0.11,33.0,73.0,0.9955,3.17,0.63,10.2,6,0,Red,Mid,5.5933104,-0.4066896251964973,3,1,-0.06778160419941621,6.0
7.6,0.51,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29,10.8,6,1,White,Mid,5.118113,-0.8818867572770248,2,3,-0.14698112621283746,5.0
7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,6,0,Red,Mid,5.6420417,-0.3579581638233229,3,1,-0.05965969397055382,6.0
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5,0,Red,Low,5.2038245,0.20382450568821575,5,0,0.04076490113764315,5.0
7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,6,0,Red,Mid,5.625854,-0.3741461125170735,3,1,-0.062357685419512254,6.0
7.6,0.54,0.13,2.5,0.097,24.0,66.0,0.99785,3.39,0.61,9.4,5,0,Red,Low,5.1893206,0.18932066999413788,5,0,0.03786413399882758,5.0
7.6,0.54,0.23,2.0,0.029,13.0,151.0,0.9931,3.04,0.33,10.4,5,1,White,Low,5.1189384,0.11893859002315565,4,0,0.02378771800463113,5.0
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,5,0,Red,Low,5.2809706,0.2809705227476682,5,1,0.05619410454953364,5.0
7.6,0.56,0.12,10.4,0.096,22.0,177.0,0.9983,3.32,0.45,9.1,4,1,White,Low,4.7277064,0.7277062314997407,6,2,0.18192655787493517,5.0
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,5,0,Red,Low,5.120238,0.12023763697849077,4,0,0.024047527395698154,5.0
7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,5,0,Red,Low,4.8807774,-0.11922248979653993,4,0,-0.023844497959307986,5.0
7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.9965,3.17,1.08,9.2,4,0,Red,Low,4.9820166,0.9820164338709398,6,3,0.24550410846773496,5.0
7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,5,0,Red,Low,5.107515,0.10751467026489347,4,0,0.021502934052978696,5.0
7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,6,0,Red,Mid,5.867113,-0.13288685487995355,4,0,-0.022147809146658926,6.0
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,5,0,Red,Low,5.313532,0.3135316449587613,5,1,0.06270632899175226,5.0
7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,5,0,Red,Low,5.0931463,0.09314648788767421,4,0,0.018629297577534842,5.0
7.6,0.95,0.03,2.0,0.09,7.0,20.0,0.9959,3.2,0.56,9.6,5,0,Red,Low,4.98983,-0.010170061260200924,4,0,-0.0020340122520401847,5.0
7.7,0.15,0.29,1.3,0.029,10.0,64.0,0.9932,3.35,0.39,10.1,5,1,White,Low,5.340585,0.34058546626466324,5,1,0.06811709325293265,5.0
7.7,0.16,0.36,5.9,0.054,25.0,148.0,0.99578,3.25,0.54,10.2,6,1,White,Mid,5.893763,-0.10623678927200064,4,0,-0.01770613154533344,6.0
7.7,0.16,0.49,2.0,0.056,20.0,124.0,0.9948,3.32,0.49,10.7,6,1,White,Mid,6.059185,0.059184975674448914,4,0,0.009864162612408153,6.0
7.7,0.2,0.44,13.9,0.05,44.0,130.0,0.99855,3.11,0.48,10.0,6,1,White,Mid,6.1256704,0.12567042468793144,4,0,0.020945070781321906,6.0
7.7,0.24,0.29,15.3,0.044,39.0,194.0,0.9982,3.06,0.47,9.6,7,1,White,Mid,6.0726447,-0.9273555051977391,2,3,-0.1324793578853913,6.0
7.7,0.24,0.3,1.4,0.041,15.0,102.0,0.9929,3.26,0.53,10.4,6,1,White,Mid,5.7550263,-0.24497367962636574,4,0,-0.04082894660439429,6.0
7.7,0.24,0.31,1.3,0.047,33.0,106.0,0.993,3.22,0.55,10.8,6,1,White,Mid,6.0161095,0.016109685872062407,4,0,0.0026849476453437346,6.0
7.7,0.25,0.3,7.8,0.038,67.0,196.0,0.99555,3.1,0.5,10.1,5,1,White,Low,5.613992,0.6139922831424567,5,2,0.12279845662849134,6.0
7.7,0.25,0.43,4.5,0.062,20.0,115.0,0.9966,3.38,0.5,9.9,6,1,White,Mid,5.7054353,-0.29456454512937835,4,1,-0.04909409085489639,6.0
7.7,0.26,0.26,2.0,0.052,19.0,77.0,0.9951,3.15,0.79,10.9,6,0,Red,Mid,5.98492,-0.01507996155177782,4,0,-0.0025133269252963033,6.0
7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,3.42,0.5,10.1,6,1,White,Mid,6.076169,0.07616917337352991,4,0,0.012694862228921652,6.0
7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,2.99,0.48,12.1,7,1,White,Mid,6.734351,-0.2656486367323314,4,1,-0.03794980524747592,7.0
7.7,0.27,0.49,1.8,0.041,23.0,86.0,0.9914,3.16,0.42,12.5,6,1,White,Mid,6.2617965,0.2617963738477087,5,0,0.04363272897461812,6.0
7.7,0.27,0.61,12.0,0.046,64.0,179.0,0.9982,3.07,0.46,8.9,5,1,White,Low,5.2183146,0.21831456581673248,5,0,0.043662913163346494,5.0
7.7,0.28,0.29,4.3,0.051,25.0,142.0,0.9939,3.16,0.39,10.2,5,1,White,Low,5.3537035,0.3537035370929482,5,1,0.07074070741858965,5.0
7.7,0.28,0.29,6.9,0.041,29.0,163.0,0.9952,3.44,0.6,10.5,6,1,White,Mid,6.0562673,0.056267061412693664,4,0,0.009377843568782277,6.0
7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,7,1,White,Mid,6.5009265,-0.499073608099744,3,1,-0.07129622972853486,7.0
7.7,0.28,0.39,8.9,0.036,8.0,117.0,0.9935,3.06,0.38,12.0,7,1,White,Mid,6.119805,-0.8801952974903671,2,3,-0.12574218535576673,6.0
7.7,0.28,0.58,12.1,0.046,60.0,177.0,0.9983,3.08,0.46,8.9,5,1,White,Low,5.176224,0.17622429683778496,4,0,0.03524485936755699,5.0
7.7,0.28,0.63,11.1,0.039,58.0,179.0,0.9979,3.08,0.44,8.8,4,1,White,Low,5.1410756,1.1410754694212093,6,4,0.2852688673553023,5.0
7.7,0.29,0.29,4.8,0.06,27.0,156.0,0.99572,3.49,0.59,10.3,6,1,White,Mid,5.692146,-0.30785410372462696,4,1,-0.05130901728743783,6.0
7.7,0.29,0.48,2.3,0.049,36.0,178.0,0.9931,3.17,0.64,10.6,6,1,White,Mid,5.6852326,-0.3147674298446823,3,1,-0.052461238307447054,6.0
7.7,0.3,0.23,2.0,0.068,28.0,138.0,0.99382,3.11,0.62,9.8,5,1,White,Low,5.162448,0.16244776604820554,4,0,0.03248955320964111,5.0
7.7,0.3,0.26,18.95,0.053,36.0,174.0,0.99976,3.2,0.5,10.4,5,1,White,Low,5.3633666,0.3633665770710719,5,1,0.07267331541421437,5.0
7.7,0.3,0.32,1.6,0.037,23.0,124.0,0.9919,2.93,0.33,11.0,6,1,White,Mid,5.903486,-0.09651405570391969,4,0,-0.016085675950653282,6.0
7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,1,White,Low,5.277865,0.27786490194733027,5,1,0.05557298038946605,5.0
7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,1,White,Low,5.277865,0.27786490194733027,5,1,0.05557298038946605,5.0
7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,1,White,Low,5.277865,0.27786490194733027,5,1,0.05557298038946605,5.0
7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,1,White,Low,5.277865,0.27786490194733027,5,1,0.05557298038946605,5.0
7.7,0.31,0.23,2.0,0.069,29.0,134.0,0.99382,3.11,0.62,9.8,5,1,White,Low,5.199361,0.199360940779175,5,0,0.039872188155835,5.0
7.7,0.32,0.48,2.3,0.04,28.0,114.0,0.9911,3.2,0.52,12.8,7,1,White,Mid,6.7833014,-0.21669887084807016,4,0,-0.03095698154972431,7.0
7.7,0.32,0.61,11.8,0.041,66.0,188.0,0.99794,3.0,0.54,9.3,5,1,White,Low,5.1682887,0.16828862557860447,4,0,0.03365772511572089,5.0
7.7,0.32,0.62,10.6,0.036,56.0,153.0,0.9978,3.13,0.44,8.9,6,1,White,Mid,5.434767,-0.5652334024662489,3,2,-0.09420556707770815,5.0
7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6,1,White,Mid,5.653596,-0.34640390245393604,3,1,-0.05773398374232267,6.0
7.7,0.34,0.58,11.1,0.039,41.0,151.0,0.9978,3.06,0.49,8.6,5,1,White,Low,5.034499,0.034499115079028364,4,0,0.006899823015805673,5.0
